客户名称,项目名称,项目内容相关信息,项目所在城市,项目发布时间,中标公司,价格
西北工业大学,西北工业大学基于数字孪生的机器人智能制造虚实融合子系统中标公告,,陕西,2023-5-19,江苏汇博机器人技术股份有限公司,1797800
西部科学城智能网联汽车创新中心（重庆）有限公司,智能网联数字孪生大屏系统-结果公告,,海淀,2023-5-12,腾讯云计算(北京)有限责任公司,2600000
西南大学,(AXJ202200158/AXJ202200159)产品设计数字孪生实训平台采购/制造工艺数字孪生实训平台采购 成交公告,,九龙坡区,2023-3-21,重庆新舜维信息技术有限公司,747000
西南交通大学,成都两校区供水管网改造一期项目(一标段：地下管线探测及水资源管理一体化平台建设)（第二次）中标公告,,四川,2023-5-26,成都同飞科技有限责任公司,2721020
西南交通大学,西南交通大学牵引供电数字孪生平台采购项目公开招标中标公告,,四川,2022-12-18,成都交大光芒科技股份有限公司,2860000
西南交通大学,西南交通大学2022年度工程训练中心实训教学平台设备购置采购项目中标公告,国检测试控股集团陕西有限公司 数字孪生平台、FDM工程级桌面3D打印机,四川,2022-12-17,中国国检测试控股集团陕西有限公司,2980000
西南交通大学,西南交通大学铁路环境数字孪生智能感知与认知平台采购项目中标公告,,四川,2022-12-17,浙江中海达空间信息技术有限公司,14380000
西南交通大学,机械工程学院复杂装备数字孪生试验平台采购（YQCG-2022-067）项目成交公告,,成都,2022-11-10,长兴昇阳科技有限公司,970000
霞浦县长春镇人民政府,霞浦县长春镇人民政府长春镇长表岛禁养区智慧监测平台项目成交公告,5路码头人车识别监测及广播点及数字孪生海域监测平台软件定制开发，基本时,福建,2023-4-17,福建三朵云网络科技有限公司,484850
先进能源科学与技术广东省实验室,先进能源科学与技术广东省实验室压缩空气系统竞争性磋商采购项目成交公告,先进核能系统设计平台和同位素靶数字孪生系统的技术开发服务采购项目中标公,上海,2022-12-14,兰州嘉悦通电子科技有限公司,1299000
先进能源科学与技术广东省实验室,先进能源科学与技术广东省实验室常温四极磁铁竞争性磋商采购项目（第二次）成交公告,先进核能系统设计平台和同位素靶数字孪生系统的技术开发服务采购项目中标公,上海,2022-12-14,兰州科近泰基新技术有限责任公司,1097000
先进能源科学与技术广东省实验室,先进能源科学与技术广东省实验室RFQ高频腔体及附件竞争性磋商采购项目成交公告,先进核能系统设计平台和同位素靶数字孪生系统的技术开发服务采购项目中标公,上海,2022-12-14,上海克林技术开发有限公司,1862000
先进能源科学与技术广东省实验室,先进能源科学与技术广东省实验室高纯铌材竞争性磋商采购项目（第二次）成交公告,先进核能系统设计平台和同位素靶数字孪生系统的技术开发服务采购项目中标公,上海,2022-12-14,宁夏东方超导科技有限公司,820000
先进能源科学与技术广东省实验室,先进能源科学与技术广东省实验室束诊荧光靶探针非标加工竞争性磋商采购项目成交公告,先进核能系统设计平台和同位素靶数字孪生系统的技术开发服务采购项目中标公,上海,2022-12-14,科近泰基新技术有限公司,1390000
先进能源科学与技术广东省实验室,先进能源科学与技术广东省实验室辐射防护综合集成平台采购项目中标公告,先进核能系统设计平台和同位素靶数字孪生系统的技术开发服务采购项目中标公,上海,2022-12-13,上海怡星机电设备有限公司,879000
先进能源科学与技术广东省实验室,先进能源科学与技术广东省实验室真空热压炉采购项目成交公告,先进核能系统设计平台和同位素靶数字孪生系统的技术开发服务采购项目中标公,上海,2022-12-13,宁波友利热能科技有限公司,770000
先进能源科学与技术广东省实验室,先进能源科学与技术广东省实验室同位素药物设计平台、材料数值模拟平台、先进核能系统设计平台和同位素靶数字孪生系统的技术开发服务采购项目中标公告,,上海,2022-12-13,中国科学院计算机网络信息中心,3910000
咸阳市水旱灾害防御中心,咸阳市渭河水流产权确权试点渭河生态区地理空间数字孪生系统项目中标（成交）结果公告,,咸阳,2022-11-18,陕西省水务集团智能数据有限公司,405000
孝义市农业农村局,孝义市农业农村局竞争性磋商孝义市农业农村局孝义市振兴街道办事处东庄村数字乡村示范村建设项目项目的结果公告,数字乡村一张图系统集成服务、数字孪生系统集成服务、VR展示服务、智慧,吕梁,2022-10-19,中国移动通信集团山西有限公司,2978000
新昌县高新园区投资集团有限公司,新昌高新园区数字孪生一期工程项目中标结果公告,,绍兴,2023-4-17,联通（浙江）产业互联网有限公司,12700000
新疆大学,新疆大学2023年度“双一流”建设项目（第二批）智能制造现代产业学院（机械工程学院）“机械工程”学科支撑平台、机械工程专业课程实验平台、智能生产系统仪器设备采购项目的中标(成交)结果公告,购项目 （1包） 智能制造单元数字孪生系统 高德信息 1 487000,乌鲁木齐,2023-5-19,乌鲁木齐浩微森贸易有限公司,4958800
新疆大学,新疆新世纪招标有限公司关于2023年新疆大学双一流（一期）建设项目电气工程学院仪器设备采购（含：电气工程学院教学实验平台、新型电力系统关键技术科研平台）（二次）的中标(成交)结果公告,科研平台）（二次） 能源互联网数字孪生系统 瓦伦尼安 1 921500,乌鲁木齐,2023-5-12,新疆天铭瑞达信息技术有限公司,5196800
新疆俊瑞荒漠化生态治理科技有限公司,新疆俊瑞荒漠化生态治理科技有限公司1.5万头肉牛智慧养殖产业互联网建设项目—1.5万头肉牛养殖基地智慧牧场及企业信息化建设项目中标公告,养殖决策提供支撑。包括：养殖场数字孪生、专家系统、智能算法中心。 （2,新疆,2022-10-31,中冶赛迪工程技术股份有限公司,35180000
新疆生产建设兵团第六师水利工程管理服务中心,第六师数字孪生猛进水库建设项目,,五家渠,2023-5-4,北京金水信息技术发展有限公司,15103000
新疆通用航空有限责任公司,新疆通用航空有限责任公司基于数字孪生技术的航空器安全管理系统(SMS)制作项目中标公告,,石河子,2022-7-28,江西丰羽顺途科技有限公司,438000
新疆头屯河流域管理局水利管理中心,2023年度数字孪生头屯河建设项目-水资源管理与调配业务[中标公示],,乌鲁木齐,2023-6-20,长江勘测规划设计研究院有限责任公司,2261000
新疆头屯河流域管理局水利管理中心,数字孪生头屯河流域第一阶段建设项目[中标公示],,乌鲁木齐,2022-12-26,长江空间信息技术工程有限公司,2164819
新疆移动,2022年基于数字孪生的数据中心智能化管理研究项目_中选结果公示,,新疆,2022-10-14,网思科技股份有限公司,0
新余学院,九鼎赣饶国际项目管理有限公司关于新余学院采购智能建造实训室项目（编号: JDGR2022-XY-X004-1）成交结...,价（元） 1 BIM+智慧工地数字孪生沙盘 台 1 广联达/V1.0,新余,2022-12-23,广联达科技股份有限公司,915000
兴国县城市发展投资有限责任公司,江西明阳项目管理有限公司关于兴国县城市发展投资有限责任公司企业大脑管理平台采购（项目编号：JXMY2023-XG-F001）竞争性磋商的成交公告,件系统，利用大数据、三维仿真、数字孪生等信息和通讯技术，围绕兴国县产业,江西,2023-2-20,江西冠英智能科技股份有限公司,978000
兴山县住房和城乡建设局,兴山县城管网一张图采购项目中标结果公告,、建设兴山县城管网一张图，基于数字孪生理念，在二三维数据底板基础上融合,宜昌,2022-12-16,广州南方测绘科技股份有限公司,2340000
徐州机电技师学院,单一来源采购公示：机器人技术运用项目单一来源采购结果公示,生软件（PQFactory工业数字孪生软件）各一套。 一、供应商信息,徐州,2023-2-10,北京华航唯实机器人科技股份有限公司,0
许昌富思特烟机配件有限公司,许昌富思特烟机配件有限公司商标纸生产管理系统及数字孪生功能平台采购招标结果公示,,许昌,2022-8-26,河南省新之林机电设备有限公司,1300000
许昌职业技术学院,ZFCG-G2022073-1号许昌职业技术学院“许昌职业技术学院基于“共享工厂”模式下的智能制造产教融合实训基地项目(不见面开标)”-中标公告,-1号-1 数据联网各类终端、数字孪生仿真、展厅导览讲解机器人等 安徽,许昌,2022-12-8,安徽佐标智能科技有限公司,2815000
雅安数字经济运营有限公司,中国雅云基础设施建设项目（数字孪生运管平台） 竞争性磋商结果公告,,雅安,2022-8-10,四川省通信产业服务有限公司,2280000
延长气田采气二厂,大数据驱动下的智能测井、气藏预测与数字孪生系统研发项目中标结果公示,,西安,2022-7-25,中科数智能源科技（深圳）有限公司,17503000
兖矿东华重工有限公司煤机装备制造分公司,兖矿东华重工有限公司煤机装备制造分公司基于数字孪生的高端煤机制造数字化支持平台公开招标中标公告,,济南,2022-11-16,济南泉讯电子科技有限公司,0
燕山大学,燕山大学数字孪生平台-海洋元宇宙采购项目成交结果公告,,长沙,2022-12-13,长沙昕捷智能科技有限公司,199290
燕山大学,燕山大学智能制造实训平台采购项目成交公告,皇岛华燕科技开发有限公司 产线数字孪生、智能仓储工站、智能运维实验台、,秦皇岛,2022-12-12,秦皇岛华燕科技开发有限公司,1889000
燕山大学,Z1303002206892301燕山大学智能制造实训平台采购项目结果公告,四、主要标的信息 名称：产线数字孪生、智能仓储工站、智能运维实验台、,秦皇岛,2022-12-12,秦皇岛华燕科技开发有限公司,1889000
扬州工业职业技术学院,扬州工业职业技术学院智慧楼宇运维实训中心采购项目中标公告,0） 四、主要标的信息 名称：数字孪生平台 品牌：图扑 规格型号：定制,扬州,2022-9-9,扬州市展望计算机网络有限公司,694500
